-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        aten::unsqueeze         0.03%     253.269us         0.04%     331.493us       4.604us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                          aten::squeeze         0.02%     206.098us         0.03%     255.612us       3.550us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                       aten::empty_like         0.09%     782.133us         0.37%       3.182ms       5.871us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     641.70 MB           0 B           542  
                                            aten::empty         0.49%       4.207ms         0.49%       4.207ms       3.931us       0.000us         0.00%       0.000us       0.000us           8 B           8 B    1015.13 MB    1015.13 MB          1070  
                                    aten::scalar_tensor         0.02%     162.798us         0.02%     162.798us       2.261us       0.000us         0.00%       0.000us       0.000us         576 B         576 B           0 B           0 B            72  
                                          aten::permute         0.03%     261.683us         0.04%     347.285us       4.823us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                     aten::_unsafe_view         0.04%     369.723us         0.04%     369.723us       1.812us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           204  
                                        cudaMemsetAsync         0.03%     260.812us         0.03%     260.812us       5.434us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                 aten::split_with_sizes         0.01%     109.016us         0.01%     125.144us       5.214us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24  
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFla...         0.00%       8.134us         0.00%       8.134us       2.033us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
      autograd::engine::evaluate_function: SumBackward0         0.00%       7.946us         0.21%       1.766ms     882.938us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           SumBackward0         0.20%       1.744ms         0.21%       1.758ms     878.966us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::expand         0.00%      10.961us         0.00%      14.187us       7.094us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                        torch::autograd::AccumulateGrad         0.08%     661.072us         0.23%       1.951ms       5.301us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           368  
                                           aten::detach         0.05%     448.743us         0.15%       1.290ms       3.504us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           368  
                                                 detach         0.10%     840.814us         0.10%     840.814us       2.285us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           368  
                                           AddBackward0         0.01%      77.650us         0.01%      77.650us       0.924us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            84  
        autograd::engine::evaluate_function: TBackward0         0.05%     469.293us         0.17%       1.422ms      10.776us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           132  
                                             TBackward0         0.02%     156.800us         0.11%     953.172us       7.221us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           132  
                                    cudaStreamWaitEvent         0.01%      54.730us         0.01%      54.730us       0.855us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            64  
                                        nccl:all_reduce         0.00%       0.000us             0     757.036us      47.315us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                            cudaStreamGetCaptureInfo_v2         0.00%      15.638us         0.00%      15.638us       0.977us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                        cudaEventRecord         0.00%      32.368us         0.00%      32.368us       0.674us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                    cudaGetFuncBySymbol         0.00%       6.755us         0.00%       6.755us       0.422us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                       cuLaunchKernelEx         0.01%     118.984us         0.01%     118.984us       7.437us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                     TransposeBackward0         0.03%     297.046us         0.14%       1.188ms       5.304us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           224  
    autograd::engine::evaluate_function: CloneBackward0         0.03%     239.593us         0.03%     267.493us       3.262us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            82  
                                         CloneBackward0         0.00%      27.900us         0.00%      27.900us       0.340us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            82  
autograd::engine::evaluate_function: PermuteBackward...         0.01%     108.113us         0.04%     361.258us      10.035us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                       PermuteBackward0         0.01%      46.772us         0.03%     253.145us       7.032us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                   cudaFuncSetAttribute         0.00%      36.609us         0.00%      36.609us       1.017us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                  cudaFuncGetAttributes         0.01%      83.577us         0.01%      83.577us       2.322us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
autograd::engine::evaluate_function: SqueezeBackward...         0.02%     152.966us         0.05%     386.421us      10.734us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                       SqueezeBackward1         0.01%      53.415us         0.03%     233.455us       6.485us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.01%      90.958us         0.03%     252.762us       7.021us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                     UnsqueezeBackward0         0.00%      41.280us         0.02%     161.804us       4.495us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.02%     148.606us         0.05%     395.375us       8.595us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            46  
                                    UnsafeViewBackward0         0.01%      80.125us         0.03%     246.769us       5.365us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            46  
                                 cudaDeviceGetAttribute         0.00%      17.610us         0.00%      17.610us       0.518us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34  
                                         cuLaunchKernel         0.03%     224.914us         0.03%     224.914us       6.615us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34  
                                       aten::lift_fresh         0.00%       0.811us         0.00%       0.811us       0.405us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                          aten::detach_         0.00%       2.616us         0.00%       3.888us       1.944us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                                detach_         0.00%       1.272us         0.00%       1.272us       0.636us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                      aten::result_type         0.02%     137.350us         0.02%     137.350us       0.075us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1840  
                                             aten::item         0.05%     433.632us         0.06%     506.567us       0.688us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           736  
                              aten::_local_scalar_dense         0.01%      72.935us         0.01%      72.935us       0.099us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           736  
                                  cudaDeviceSynchronize        22.15%     189.714ms        22.15%     189.741ms     189.741ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 856.648ms
Self CUDA time total: 722.648ms
