-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          aten::squeeze         0.13%     209.929us         0.16%     272.750us       3.788us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                       aten::empty_like         0.46%     770.137us         1.87%       3.113ms       5.744us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     654.26 MB           0 B           542  
                                            aten::empty         2.46%       4.097ms         2.46%       4.097ms       3.829us       0.000us         0.00%       0.000us       0.000us           8 B           8 B       1.02 GB       1.02 GB          1070  
                                    aten::scalar_tensor         0.08%     138.708us         0.08%     138.708us       1.926us       0.000us         0.00%       0.000us       0.000us         576 B         576 B           0 B           0 B            72  
                                          aten::permute         0.16%     262.212us         0.19%     313.208us       4.350us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                     aten::_unsafe_view         0.20%     335.785us         0.20%     335.785us       1.646us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           204  
                                        cudaMemsetAsync         0.15%     242.691us         0.15%     242.691us       5.056us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                 aten::split_with_sizes         0.06%      98.731us         0.07%     114.482us       4.770us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24  
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFla...         0.00%       5.931us         0.00%       5.931us       1.483us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
      autograd::engine::evaluate_function: SumBackward0         0.00%       6.101us         0.02%      26.419us      13.210us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           SumBackward0         0.01%       9.508us         0.01%      20.318us      10.159us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::expand         0.00%       7.694us         0.01%      10.810us       5.405us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                        torch::autograd::AccumulateGrad         0.38%     629.216us         1.09%       1.818ms       4.939us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           368  
                                           aten::detach         0.26%     425.964us         0.71%       1.188ms       3.229us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           368  
                                                 detach         0.46%     762.443us         0.46%     762.443us       2.072us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           368  
                                           AddBackward0         0.04%      72.848us         0.04%      72.848us       0.867us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            84  
        autograd::engine::evaluate_function: TBackward0         0.28%     462.453us         0.85%       1.416ms      10.729us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           132  
                                             TBackward0         0.09%     149.597us         0.57%     953.720us       7.225us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           132  
                                    cudaStreamWaitEvent         0.03%      46.165us         0.03%      46.165us       0.721us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            64  
                                        nccl:all_reduce         0.00%       0.000us             0     628.428us      39.277us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                            cudaStreamGetCaptureInfo_v2         0.01%      10.298us         0.01%      10.298us       0.644us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                        cudaEventRecord         0.02%      26.479us         0.02%      26.479us       0.552us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                    cudaGetFuncBySymbol         0.00%       4.093us         0.00%       4.093us       0.256us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                       cuLaunchKernelEx         0.06%     101.159us         0.06%     101.159us       6.322us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                     TransposeBackward0         0.17%     289.506us         0.72%       1.198ms       5.347us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           224  
    autograd::engine::evaluate_function: CloneBackward0         0.12%     207.362us         0.14%     233.189us       2.844us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            82  
                                         CloneBackward0         0.02%      25.827us         0.02%      25.827us       0.315us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            82  
autograd::engine::evaluate_function: PermuteBackward...         0.06%      96.615us         0.19%     313.611us       8.711us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                       PermuteBackward0         0.03%      42.400us         0.13%     216.996us       6.028us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                   cudaFuncSetAttribute         0.02%      32.293us         0.02%      32.293us       0.897us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                  cudaFuncGetAttributes         0.05%      81.803us         0.05%      81.803us       2.272us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
autograd::engine::evaluate_function: SqueezeBackward...         0.09%     150.768us         0.23%     385.470us      10.708us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                       SqueezeBackward1         0.03%      49.302us         0.14%     234.702us       6.520us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.05%      86.462us         0.17%     275.263us       7.646us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                     UnsqueezeBackward0         0.02%      39.362us         0.11%     188.801us       5.244us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.09%     150.459us         0.23%     380.585us       8.274us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            46  
                                    UnsafeViewBackward0         0.05%      79.892us         0.14%     230.126us       5.003us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            46  
                                 cudaDeviceGetAttribute         0.01%      14.999us         0.01%      14.999us       0.441us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34  
                                         cuLaunchKernel         0.13%     208.344us         0.13%     208.344us       6.128us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34  
                                       aten::lift_fresh         0.00%       0.522us         0.00%       0.522us       0.261us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                          aten::detach_         0.00%       2.295us         0.00%       3.587us       1.793us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                                detach_         0.00%       1.292us         0.00%       1.292us       0.646us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                      aten::result_type         0.07%     116.975us         0.07%     116.975us       0.064us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1840  
                                             aten::item         0.24%     406.380us         0.28%     468.951us       0.637us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           736  
                              aten::_local_scalar_dense         0.04%      62.571us         0.04%      62.571us       0.085us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           736  
                    cudaThreadExchangeStreamCaptureMode         0.00%       7.037us         0.00%       7.037us       0.220us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            32  
                                  cudaDeviceSynchronize         0.36%     595.668us         0.36%     595.668us     595.668us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 166.505ms
Self CUDA time total: 48.377ms
