-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          aten::squeeze         0.12%     193.722us         0.14%     234.473us       3.257us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                       aten::empty_like         0.48%     795.554us         1.87%       3.122ms       5.760us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     641.70 MB           0 B           542  
                                            aten::empty         2.45%       4.097ms         2.45%       4.097ms       3.829us       0.000us         0.00%       0.000us       0.000us           8 B           8 B    1015.13 MB    1015.13 MB          1070  
                                    aten::scalar_tensor         0.08%     137.286us         0.08%     137.286us       1.907us       0.000us         0.00%       0.000us       0.000us         576 B         576 B           0 B           0 B            72  
                                          aten::permute         0.16%     271.923us         0.19%     317.808us       4.414us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                     aten::_unsafe_view         0.19%     323.149us         0.19%     323.149us       1.584us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           204  
                                        cudaMemsetAsync         0.15%     244.168us         0.15%     244.168us       5.087us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                 aten::split_with_sizes         0.06%     100.166us         0.07%     116.391us       4.850us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24  
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFla...         0.00%       6.772us         0.00%       6.772us       1.693us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4  
      autograd::engine::evaluate_function: SumBackward0         0.00%       6.361us         0.02%      28.944us      14.472us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           SumBackward0         0.01%      11.672us         0.01%      22.583us      11.292us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::expand         0.00%       7.706us         0.01%      10.911us       5.456us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                        torch::autograd::AccumulateGrad         0.39%     647.240us         1.07%       1.781ms       4.841us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           368  
                                           aten::detach         0.25%     418.960us         0.68%       1.134ms       3.082us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           368  
                                                 detach         0.43%     715.282us         0.43%     715.282us       1.944us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           368  
                                           AddBackward0         0.05%      75.243us         0.05%      75.243us       0.896us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            84  
        autograd::engine::evaluate_function: TBackward0         0.29%     489.584us         0.86%       1.437ms      10.883us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           132  
                                             TBackward0         0.09%     145.042us         0.57%     947.013us       7.174us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           132  
                                    cudaStreamWaitEvent         0.03%      46.858us         0.03%      46.858us       0.732us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            64  
                                        nccl:all_reduce         0.00%       0.000us             0     651.102us      40.694us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                            cudaStreamGetCaptureInfo_v2         0.01%      10.803us         0.01%      10.803us       0.675us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                        cudaEventRecord         0.02%      28.261us         0.02%      28.261us       0.589us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                    cudaGetFuncBySymbol         0.00%       4.327us         0.00%       4.327us       0.270us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                       cuLaunchKernelEx         0.06%     100.358us         0.06%     100.358us       6.272us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                     TransposeBackward0         0.17%     288.321us         0.73%       1.221ms       5.453us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           224  
    autograd::engine::evaluate_function: CloneBackward0         0.12%     205.494us         0.14%     231.480us       2.823us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            82  
                                         CloneBackward0         0.02%      25.986us         0.02%      25.986us       0.317us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            82  
autograd::engine::evaluate_function: PermuteBackward...         0.06%      96.667us         0.19%     322.032us       8.945us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                       PermuteBackward0         0.03%      44.014us         0.13%     225.365us       6.260us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                   cudaFuncSetAttribute         0.02%      33.711us         0.02%      33.711us       0.936us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                  cudaFuncGetAttributes         0.05%      84.852us         0.05%      84.852us       2.357us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
autograd::engine::evaluate_function: SqueezeBackward...         0.09%     149.242us         0.23%     378.941us      10.526us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                       SqueezeBackward1         0.03%      48.560us         0.14%     229.699us       6.381us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.05%      86.133us         0.14%     232.137us       6.448us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                     UnsqueezeBackward0         0.02%      35.396us         0.09%     146.004us       4.056us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.09%     158.613us         0.23%     387.008us       8.413us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            46  
                                    UnsafeViewBackward0         0.05%      77.860us         0.14%     228.395us       4.965us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            46  
                                 cudaDeviceGetAttribute         0.01%      15.589us         0.01%      15.589us       0.458us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34  
                                         cuLaunchKernel         0.12%     202.624us         0.12%     202.624us       5.960us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34  
                                       aten::lift_fresh         0.00%       0.641us         0.00%       0.641us       0.321us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                          aten::detach_         0.00%       2.344us         0.00%       3.637us       1.819us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                                detach_         0.00%       1.293us         0.00%       1.293us       0.647us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                      aten::result_type         0.08%     129.023us         0.08%     129.023us       0.070us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1840  
                                             aten::item         0.25%     413.999us         0.29%     482.056us       0.655us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           736  
                              aten::_local_scalar_dense         0.04%      68.057us         0.04%      68.057us       0.092us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           736  
                    cudaThreadExchangeStreamCaptureMode         0.00%       8.189us         0.00%       8.189us       0.227us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                  cudaDeviceSynchronize         0.35%     576.953us         0.35%     576.953us     576.953us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 167.139ms
Self CUDA time total: 54.825ms
